island,reps
Mortlock Islands,56
East Vernon Island,56
Miyake-Jima,56
Oland,56
malékula,56
Protection,56
SAN NICOLAS IS,56
Astola,56
Bonds Cay,56
Guanaja,56
Abaco,56
Great Gull,56
Lord Howe I.,56
Pine Island,56
Padang Bai,56
Destacado Island,55
Gonâve,55
Green,55
Socotra Island,55
Wana-wana Island (Vonavona Island),55
Gran Canaria,55
Dumaran Island,55
Saint Michael Island,55
Vanikoro,55
Romblon I.,55
Puro Island,54
reunion,54
de la possession,54
Isla San Benedicto,54
Charles Island,54
Tonga,54
Siasi Island,54
Turks Islands,54
Lopez,54
Fraser,54
Catanduanes,54
Afognak Island,54
Lifou,54
Terceira Island,54
Lord Howe Island,53
SAN MIGUEL IS,53
Ngargol Island,53
Cuyo I.,53
Onslow Island,53
Refugio Island,53
Pulau Weh,53
Bartolomé,53
Ustupu I.,53
Garden Key,53
Louisiade Archipelago,53
Midun,53
Rotuma I.,52
Bowen Island,52
Darwin I.,52
Maluku Islands,52
Benjamin Island,52
mato,52
Moose Factory,52
Bogoslof Island,52
Round Island,52
Rita Island,52
Komodo Island,52
Likiep Atoll,52
Unga Island,52
ISLA CLARION,52
Wrangell Id.,52
Labuan Blanda Island,51
Merir,51
Ngerchur,51
Isla Raza,51
Bubuan Island,51
Sebatik Island,51
Galvaney Island,51
Cyprus Id.,51
Hainan,51
Maro Reef,51
Tintiman Id.,51
Lanzarote,50
Nuweiba El Muzeini,50
Great Stirrup Cay,50
St. David's Island,50
West New Guinea Dist.,50
Big Koniuji,50
Pedro Gonzales Island,50
Rennell I.,50
Orcas,50
Nukunonu Atoll,50
Sanryo I.,50
Semisopochnoi Island,50
Akun Island,50
Grande Island,50
Motu Iti,50
Tulagi,50
Jeddah,50
Nueva Esparta,50
Calangaman Island,50
Bindloe Island (Marchena),50
Eua,50
Savaii Island,50
Iles des Saintes,49
Afognak,49
Magdalena,49
El Hamira,49
North Bimini,49
Temoe Atoll,49
Merir Island,49
Society Islands,49
Java Id.,49
Malanipa Island,49
Diutay Id.,49
Chirikof Island,49
BARRO COLORADO IS,48
Faial Island,48
Baccalieu,48
San Geronimo Island,48
Pinzon I.,48
Catherine Island,48
Pulau Kongsi,48
Dahab,48
Japutik Island,48
Bugsuk I.,48
Lanyu Island,48
Tierra del Fuego,48
Cabugan Island,47
Balabac,47
maewo,47
Pacheca I.,47
West Wallabi Island,47
Gran Roque,47
Drummond,47
Tabuaeran,47
Ngedebus,47
Jarvis Island,47
Ngaruangl I.,47
San Jorge,47
Bird Rock Island,47
East San Benito Island,47
Poperechnoi,47
Nuku Id.,47
Basse Terre,47
Pelee Id.,46
Lampinigan Island,46
Otter Island,46
Chesterfield Island,46
San Martin Id.,46
Tobi Island,46
Ablemarle Id.,46
Isla Partida,46
Lakeba Island,46
Taboga,46
Raroia I.,46
Pagan,46
Saint Lazaria Island,46
Pinta,46
Grand Manan,46
Buru Island,46
Swan,45
Moloka'i,45
Isla Carmen,45
Hatana Island,45
Malekula Island,45
Christmas Island,45
Galoc Island,45
Vank Island,45
panay,45
Forrester,45
Norman Island,45
Ngulu Atoll,45
Santa Rosa I.,45
Oreor Id.,45
Siren Island,45
Nevis Island,45
Fukave Id.,45
South Seymour Island (Baltra),44
Aldabra,44
Marotiri Isles,44
Isla Perico,44
Estero Island,44
Penrhyn Atoll,44
Tulaghi I.,44
Shaw Island,44
Aruba Id.,44
Mbulia Island,44
Mangrove Island,44
Hotspring,44
Plum Island,44
Niihau,44
Cornwallis Island,44
Ticao island,44
Latham Island,44
tahiti,44
Boa Vista,44
Kiritimati Id.,44
Texada Island,43
Jost Van Dyke,43
Totegegie,43
Birabirahan Island,43
Umnak,43
Fiji Group,43
Mussau Island,43
Duke of York Island,43
Queen Charlotte Island,43
Annenkov,43
Cagayan I.,43
North Bass Id.,43
Fatu Huku,43
Cockburn,43
Ballena Id.,43
Feni Island,43
Agattu Island,43
Cooper's Island,43
Los Coronados,43
Pescador Island,43
Salalah,43
Malo Island,42
Isla Angel de La Guarda,42
Rum Cay,42
grande,42
Greeenland,42
Phoenix Island [Rawaki],42
Calayan I.,42
Twin Cays,42
Ngaruangl Reef,42
Malakula I.,42
West Indies,42
Nuku Hiva Island,42
Nadulao Id.,42
Yvau I.,42
Jurayd Island,42
Cedar Keys,42
Seychelles,42
East Nalaut Island,42
Annette Island,42
Stratton,42
Queensland,42
Sapelo Island,42
Kosrae Id.,42
Fatu Hiva Island,42
Naigani I.,42
North I.,42
Tortue Island,42
Hong Kong Id.,42
Maria Cleofas I.,41
Santa Barbara Id.,41
Presque Isle,41
Lan Yu Island (Orchid Island),41
Rarotonga Island,41
Tawi-Tawi I.,41
San Juanito,41
Sal,41
Isla Natividad,41
Bahrain Island,41
des apôtres,41
Corregidor Island,41
Pukapuka Atoll (Cook),41
Saint Thomas Island,41
Mitkof,41
Papua,41
West San Benito Island,41
North San Lorenzo Id.,41
Trinidad I.,41
Pulau Mega,41
Kauai Island,41
Sikaiana,41
Fiji Ids,41
Tugidak Island,41
Fauro Island,40
Lifou I.,40
Taipa Island,40
Madeira,40
Raza Id.,40
Atulayan Island,40
Umnak Island,40
Tortuga Island,40
Tower Island,40
Labuan,40
Pukapuka Id.,40
Plaza Norte,40
Mocha Island,40
Great Britian Id.,40
Birnie Island,40
Isabel,40
Cedar Key Id.,40
Oroluk Atoll,40
`Eua Id.,39
Tasmanien,39
tetiaroa,39
Espiritu Santo Island,39
Amelia Island,39
Grand Bahama Island,39
Simulue Island,39
Taukihepa Island,39
Nardueis I.,39
Fais Island,39
Langara Island,39
Midway Island,39
Asuncion Id.,39
Emao Id.,39
Barrington Id.,39
Cataban Id.,39
Mary Island,39
Okinawa I.,39
Malpelo Id.,39
Mait Island,39
Onia Island,39
Pingelap Atoll,39
Nantucket Island,39
Angel Id.,39
Isla de Guanaja,39
Prince Island,39
San Ildefonso Id.,39
Goose Island,39
Kayak Island,38
urélapa,38
Spitzbergen,38
Euidelchol Id.,38
Fleming Island,38
Wake Island,38
Ngedbus Id.,38
Blalock Island,38
Panubolon Id.,38
Bonebetang Island,38
Isla Chepillo,38
Ngerreru,38
Long,38
Wala I.,38
Enderbury,38
Mactan Id.,38
Ulong I.,38
Canimo Island,38
Balicasag Id.,38
Hawaii I.,38
Timor,38
Halmahera I.,38
North Elbow Cay,38
Isla Guadalupe,38
Bacan Island,38
Samoan Group,38
Ko Si Chang Id.,38
Tabuaeran Id.,38
Malaupaina Id.,38
Buru,37
Tuticorin,37
Huahine Island,37
Lifou Island,37
"Cerralvo, I.",37
Ildefonso Id.,37
Florida Islands,37
Anjouan,37
Tictauan,37
Jau Id.,37
Texada,37
Gough,37
South Marble Island,37
des pins,37
Orona Atoll,37
Lubang I.,37
Praslin Island,37
Milne Bay Province,37
Maria Madre I.,37
tahaa,37
aoré,37
Rusinga,37
Ua Pou Island,37
Genovesa Island,37
Hope,37
São Miguel,37
Karkar Island,37
Island of Newfoundland,37
Qatar,36
Kavalga Island,36
Big Pine Key,36
Little Abaco,36
Oroluk Id.,36
NEW GUINEA,36
Ternate,36
Marie-Galante,36
Hassler Island,36
Herschel,36
Poivre Atoll,36
Sabtang,36
Putauhinu Island,36
Doc Can Island,36
Shuyak,36
Kohingo Island,36
Eil Malk I.,36
Hoffman Cay,36
Seymour Island,36
Rabida Island,35
Malo I.,35
Morotai Id.,35
Condor Reef,35
Inaccessible Island,35
Vostok Island,35
Egg & Sedanka Islands,35
Indefagitable Id.,35
Medny Island (Copper Island),35
Rangiroa,35
Nimowa Island,35
Malaita,35
Kadavu Id.,35
Isla Wellington,35
Mwokil Atoll,35
El Muerto Id.,35
Iriomote Island,35
Mangaia,35
Chuuk Atoll,35
Roca Partida I.,35
ua pou,35
Isla Grande,35
Pakin Atoll,35
Shimoni,35
Unnamed Id.,35
Buldir Island,35
Gondra Island,35
Unauna Island (Binang Unang/Binang Oenang),35
malakula,35
Nuka Hiva I.,35
Taboga Id.,35
Nuku Hiva I.,35
Ternate I.,35
Chagulak,34
Pentecost Island,34
Tetepare Island,34
Ngatik Id.,34
Niuatoputapu,34
Rabida Id.,34
Mahe Id.,34
Malakal Island,34
Urukthapel Island,34
Norfolk Island,34
"Volcano Islands, Iwo Jima Island",34
Conception Island,34
Wolf Island,34
Tarawa,34
Great Bahama,34
Brava,34
Chichagof,34
Agrihan,34
Pamanzi Island,34
Latouche Island,34
"Amami Islands, Amami Ōshima Island",34
Wallis,34
Bird,34
Middle Id.,33
Rennell Id.,33
San Lorenzo Island,33
Maestre de Campo Island,33
Hoodoo Island,33
Santa Ana I.,33
Sapwuahfik Atoll,33
Romblon Group,33
Hood Island (Espanola),33
choiseul,33
Viwa Id.,33
Usada Island,33
Starbuck Island,33
Isla Ildefonso,33
New Territories,33
Cape Sable Island,33
Victoria Island,33
Marble Island,33
Car Nicobar,33
Serrana Bank,33
Kuwait,33
Richards Island,33
Principe,33
San Martin Island,33
Danjugan Id.,33
Maria Magdalena Island,33
Cormorant Island,33
Ngkesill Id.,33
Avery,33
Hiva Oa I.,33
Lantau Island,33
Magueyes Id.,33
Ari Atoll,33
Cave Cay,32
San Andres,32
Great Corn,32
Simushir,32
Bikini Id.,32
Peter Douglas Cay,32
Hare Id.,32
Osprey Reef,32
Saint Paul I.,32
Niau,32
Ta'u,32
Mutrah,32
Middle Anacapa Island,32
Tilmubo Id.,32
Enderby Id.,32
Little San Salvador,32
Hippa,32
Malden,32
Mbeka I.,32
tenerife,32
Bardsey Island,32
Tetiaroa Atoll,32
Little Ragged,32
Isla del Rey,32
Easter I.,32
Yaeyama Island Group,32
Siberut Island,31
Tabuaeran (Fanning) Atoll,31
Lummi,31
Iturup,31
Ngalo Island,31
Martha's Vineyard Island,31
Isla Martin Perez,31
Kagamil,31
Florida Keys,31
Shikoku Island,31
Pulau Tioman,31
Kidney,31
Frederick,31
Caluya Island,31
Santa Rita Island,31
Chou-shan Id.,31
NE coast,31
Yap Islands,31
Acklins Island,31
Monserrate,31
Bartholomew Island [Bartolome],31
Hao I.,31
Oland Island,31
Charybdis Reef,31
Gardner-by-Floreana Id.,31
Tigalda Island,31
Lomlom Id.,31
Sumba Island,31
Truk,31
Long Id.,31
Grand Turk,31
Moheli Island,31
Sanganeb Atoll,31
Nukuhiva I.,31
Nusalaman Island,30
Isle of Man,30
Ambrym,30
Sulawesi I.,30
Moro Id.,30
Sakhalin I.,30
Bird Island (Seychelles),30
Isla San Marcos,30
Daisy Islet,30
Ibayat,30
Pulo Anna,30
Porcher Island,30
Seal Island,30
Thursday Island,30
Sadaa Island,30
Waigeo Island,30
South Todos Santos Island,30
Cubagua,30
Sulei Island,30
st. thomas Island,30
Hull Island [Orona],30
Great Guana Cay,30
Bartolome Island,30
Mare,30
Central New Guinea Dist.,30
Seymour I.,30
San Marcos,30
Cobb,30
Stewart,30
East Bimini,30
Grand Comore,30
Orr Island,30
Chub Cay,29
Gigante North Id.,29
Pulau Jarak,29
East Sand Island,29
Christmas I.,29
BARRO COLORADO,29
Smith Id.,29
Raza,29
Turners,29
Bowen,29
Elrington Island,29
Lombok Island,29
Deception Island,29
Avistazabel Island,29
East Anacapa Island,29
Ramsay,29
Co Cat Cay,29
Isla Coronado,29
Ovalau I.,29
Isla Socorro,29
Canyon Island,29
Tabuaeran Atoll,29
Nii-jima Island,29
Nukunamo,29
Okinawa Archipelago,29
Paoha Island,29
Ugi Island,29
Big Island,29
"Phi Phi Don, Ko",29
Izu Ōshima Island,29
Ibiza,29
Tugidak,28
Middleton,28
Wistari Reef,28
Santa Margarita Island,28
Horn Id.,28
Mohotani Island,28
Vanua Levu Id.,28
Calotcot Id.,28
WEST IS,28
St. Thomas,28
Alabat I.,28
Curieuse Island,28
Bayne Id.,28
Petit Martinique Island,28
Saboon Island,28
Isla Coronado Norte,28
Anaa,28
tanna,28
Agutayan Id.,28
St. Georges Island,28
Isle of Wight,28
Grande Comore Id.,28
Little Cat Cay,28
Sipangkot I.,28
"Tiburon, I.",28
Fantasy Id.,28
Biak Island,28
Plana Cays,28
Cabruna Island,28
Petit Manan,28
Half Moon Bay,28
Grahams,27
Guadeloupe,27
Todos Santos Island,27
maurice,27
Blakely Island,27
Weno,27
King Island,27
Scilly Atoll,27
Taylor Island,27
Iona Island,27
heard,27
Coloradito Id.,27
Athol Island,27
New Britain Id.,27
Uran Island,27
Eliza,27
Walrus,27
Bongao Island,27
Lifou Id.,27
Praslin Id.,27
Baru Island,27
Doame Island,27
East Anacapa Id.,27
Hog Island,27
Henderson,27
Tenerife Id.,27
Grand Id.,27
Kisar Island,27
Birnie Atoll,27
Sao Vicente,27
Fais Id.,27
Saint Barthélemy,27
Flores I.,27
Lanyu,27
Bellona I.,27
Amaknak,27
Ladies,27
Great Barrier Reef,27
Kapoposang Island,27
Isla San Benito,27
Campion Id.,27
Grand Cayman Island,27
Sapeolo Island,27
Nuka Hiva,27
Bush Key,26
New Britain I.,26
Navarino,26
Castle Island,26
Guguan Island,26
Bandar Sidab,26
Colville Island,26
Tobi,26
Ngemlis Island,26
Nelson Island,26
Nuweiba,26
San Juanito Island,26
Saint Ignace Island,26
Omapoy I.,26
Grosse Island,26
Tau Island,26
Cagayan Id.,26
Gravina Id.,26
Amak,26
Flat Island,26
Totoya I.,26
Alexander Selkirk Is.,26
Príncipe,26
Kingman Reef,26
Bill Of Portland Island,26
Éfaté I.,26
Goodenough Island,26
Biak Div.,26
Admiralty,26
Kupreanof,26
Ngerchaol Id.,25
Matema Id.,25
Great Ragged,25
Muscat,25
James Island,25
Ngeanges Id.,25
Liberty,25
Nababuy Island,25
Ragged Island,25
Mustique Island,25
Mornington Island,25
Chatham Id.,25
Isle of Youth [Isle of Pines],25
Sud Island,25
New Providence Id.,25
Inishvickillane Island,25
Madre de Deus,25
Grassy Key Id.,25
Mahallah,25
Maybag Island,25
Lemesurier Island,25
Porongpong Island,25
Crooked,25
Cobb's Island,25
Cay Sal,25
Forrester Id.,25
Tahiti Island,25
Destruction Island,25
Nananu-i-ra I.,25
Guimaras,25
Russell Islands,25
Smyth Island,25
Puluwat Atoll,25
Espiritu Santo Is.,25
Niihau Id.,25
Taumako Island,25
Kodiak Id.,25
Nissan Island,24
St. Croix I.,24
Naushon Island,24
Sado Id.,24
Caban Island,24
Ternate Island,24
Ship Channel Cay,24
Hawaii Id.,24
de saint thomas,24
Miyake Jima,24
Mona Id.,24
Sipozae Island,24
Telerang Islet,24
Campabello Island,24
Redonda Island,24
Sydney,24
Mantique Id.,24
El Capitan Island,24
Punuk Island,24
Ngermeaus Id.,24
Maatsuyker Island,24
Pamilacan Id.,24
West Anacapa Island,24
Table Island,24
Whale Island,24
Shark Island,24
Nananu-i-Cake Island,24
Marchena I.,24
Werua Id.,24
Dogo Island,24
Great Govenen Id.,24
leyte,24
Sardinia Id.,24
el pelado,24
Tablas,24
Grand Canary Id.,24
North Coronado Id.,24
Machias Seal,24
Tenia Island,24
Bellona Id.,24
Cedar Island,24
Mainland,24
efate,24
Bora-Bora,24
Manifa,24
Urur Island,24
Kau Sai Chau,24
Robinson Crusoe I.,23
Saint Kilda,23
Ghizo Island,23
Escarpada Island,23
Isla de Roatan,23
Princess Royal Island,23
Arakabesang Island,23
Peter Island,23
Samson Cay,23
Canas Island,23
Heligoland Island,23
La Tortuga,23
Eleanor Island,23
Ngeruchubtang Id.,23
Nightingale Id,23
Chisik,23
Bell Island,23
Tristan da Cunha Id,23
Great Island,23
Ka'ula Rock,23
Ambon Pulau,23
Pemba,23
Whitcomb Island,23
Nui Island,23
Rurutu Id.,23
Toyota Island,23
WEST ISLAND,23
Bay Farm,23
Karuchisu I.,23
San Ildefonso,23
Mare Id.,23
Vargas,23
Pulau Buwar,23
Isla Santa Cruz,23
crozet,23
Puen Island,22
Hao Id.,22
Kulambangra,22
Principe I.,22
Sarqui Island,22
Tidore,22
Central Coronado,22
Plaza Sur,22
Grande Comore,22
Cochin,22
Turneffe Islands,22
Raivavae Island,22
Cuyo Island,22
Bird Key,22
Bathurst,22
Padre Island,22
Protection Island,22
Kandavu I. [Kadavu I.],22
Marion Island,22
de faial et pico,22
Isla Boca Brava,22
Kure,22
Milne Bay,22
Disc Island,22
Madeira Id.,22
Penikese,22
Walrus Island,22
Attu,22
Desecheo,22
Quiribrí,22
Croker Island,22
Ono-i-lau I.,22
de la réunion,22
Cakau Momo I.,22
Lomlom I.,22
Dall,22
Sado Island,22
Pulau Bai,22
Tokuno Shima Id.,22
Palu&#39e Island,22
Batanes Group,22
Mai Island (Maisel),22
Maria Magdalena I.,21
Pangasinan,21
Duke of York,21
Yukon Island,21
Alabat Island,21
de formigas,21
Highbourne Cay,21
Yerba Buena Island,21
Papala Id.,21
motu one hatutaa,21
Long Beach Barrier Island,21
Sanak Island,21
Oge Shima Id.,21
Mercherchar Id.,21
Nggela Sule I.,21
San Pedro Nolasco,21
Kyūshū Island,21
Moen Id.,21
St. George Id.,21
Beef,21
Treasury Island,21
Stuart,21
Costa Rica (Pacific),21
Andaman Sea,21
Partida Island,21
Jagiliao Island,21
Tongoa Island,21
Lobos de Afuera Island,21
Guadalupe Id.,21
Farallon,21
Nurse Cay,21
Los Negros Id.,21
Goose,21
Douglas,21
Cedar Key,21
Alphonse Atoll,21
Laysan [Kauo],21
Pulo I.,20
Isla Piojo,20
Vomo I.,20
Easter Id.,20
Raso,20
Phillip Island,20
Sugar,20
Gaya Island,20
Funafuti,20
Nauru Id.,20
Ildefonso,20
kaukura,20
Ototo-jima,20
Cooper,20
Manihi Atoll,20
Faon Island,20
Strawn Id.,20
Admosin Island,20
Semidi,20
Fuerteventura,20
Beacon Island,20
Encantada,20
Singapore Id.,20
Shortland Islands,20
Northern Territory,20
Taveuni I.,20
Southwater Cay,20
Pendik Island,20
Isla Santa Catalina,20
Hainan Id.,20
Tench Island,20
Deer Isle,20
Waldron Island,20
Narboro Island,20
Fox Id.,20
Aride Island,20
Cumberland Island,20
Tower Island (Genovesa),20
Mono Island,20
CUBA,20
Eden I.,20
Breton,20
Weno Island,20
Camino Island,20
Madeira I.,20
Amchitka,20
Ymer,20
Batjan Island,20
"Gorgona, Isla",20
Sumbawa,20
Limb Island,20
Yapen Island,19
Crawl Key Id.,19
santa barbara,19
Savary Island,19
Mantique I.,19
Monito,19
Inhaca Island,19
Corona del Diablo,19
Rootok Island,19
King George Island,19
Raivavae Id.,19
Ross Islets,19
Little Swan,19
Kai Kecil,19
Tab Id.,19
Manhattan Island,19
Humble Island,19
Tenerife Id,19
Little Thatch,19
Yapen Waropen Div.,19
Nuku Hiva Id.,19
Roti Island,19
de san jose,19
Pulau Alor,19
Shelikof Island,19
Aulone Islet,19
Belualasmau Id.,19
Wolf I.,19
Pinzón,19
"Calamian Group, Culion Island",19
Strangers Cay,19
Marmot Island,19
Santa Clara,19
Cavilli Island,19
Örfirisey,19
Lan Yu,19
Amelia,19
Pearl Ids,19
San Benedicto I.,19
Ostrov Karamzina,19
Grand Bahama Id.,19
Grenada Id.,19
Pitcairn Island,19
Sulawesi Id.,19
DEER IS,19
Aogashima Island,19
Kabelle Island,19
Ngerebelas Id.,19
Tomindao I.,19
Sakhalin,19
Fir,19
Spoon,19
Bushy Island,19
ISLA ANGEL DE GUARD,19
King George,19
St. Paul Island,18
Tanaga,18
New Caledonia Island,18
Storm Island,18
"Volcano Islands, Kita Iwo Jima Island",18
Pulau Perak,18
West Point Island,18
Orkney,18
Mingan Island,18
Alejandro Selkirk,18
Mozambique,18
Hermana Major I.,18
Barro Colorado Id.,18
Isla San Lorenzo Sur,18
Kanton Atoll,18
Banika Island,18
Destruction Island.,18
bora bora,18
Cay Glory,18
Isla Tortuga,18
Spruce,18
San Roque Island,18
Revillagigedo,18
La Desirade,18
Beata Island,18
Marion,18
Wizard Island,18
Niue,18
de lord howe,18
Anacapa Island,18
Rottnest,18
Isla Salsipuedes,18
Isla Gardner,18
Cone Island,18
Lower Matecumbe Key Id.,18
Isla de Barbareta,18
Sao Miguel,18
wallis,18
Malpelo,18
Dolgoi Island,18
Pulau Tekong,18
Cerf I.,18
Gardner Pinnacles,18
Maui Id.,18
Skomer Island,18
Observatory Island,18
Fera Island,18
Aguijan Island,18
Stage,18
Little Cayman,18
"Sulu Archipelago, Tawi-Tawi Island",18
Mikura-jima Island,18
Curacao Id.,18
Ras al Madrakah,18
Great Wass,18
Uvea,18
Kiaba Island,17
Kosrae I.,17
Pamban Id.,17
Desecheo Island,17
Santa Fe I.,17
Western Samoa,17
Powell Cay Id.,17
de graciosa,17
Hall Islands,17
Isla La Ventana,17
Malpelo Island,17
Sea Otter Island,17
Castor Id.,17
ISLA MASOCARI,17
Wotje Atoll,17
Fairmount Island,17
Pulau Nias,17
Grand Cayman Id.,17
Fais I.,17
Caicos Islands,17
Ouvea I.,17
Ndendo Island,17
Tikopia,17
Ine Id.,17
possibly Pohnpei Islands,17
Taba,17
Stewart Island,17
George,17
Woewodski Island,17
Papuri,17
Guininyan Island,17
Greater Antilles,17
Mariguana Island,17
"Calamian Group, Busuanga Island",17
Año Nuevo Island,17
Fogo,17
North Pender,17
Lakemba Island,17
heron,17
Nardueis Id.,17
Grande Isle,17
Sammish Island,17
Fakarava,17
Bingkudu Island,17
Main Island,17
Calagua Island,17
maio,17
Bear,17
Samal I.,17
Laguna Dam Island,17
High Island,17
Little Diomede,17
Waga Waga,17
Malo,17
Negit Island,17
Soldier Key,16
Spetses Id.,16
Staten Island,16
San Lorenzo Sur Id.,16
Balearic Islands,16
Ko Phuket,16
Sibuyan,16
Flake,16
Shortcut Island,16
Egum Atoll,16
Salt Spring Island,16
Coiba,16
Sea,16
Chuuk Islands (Truk),16
"Lubang Group, Cabra Island",16
Reef,16
Pea Patch,16
Ras Salti Ali,16
Isla de la Plata,16
Sucia Island,16
Hachijō-jima/Hachijō-kojima Island,16
europa,16
Inian,16
Sumbawa Island,16
Uchulangas Id.,16
Riu Kiu Ids,16
Taveuni,16
Todos Santos,16
Emerald Isle,16
Niue Island,16
Culebra Island,16
"San Jose, I.",16
Gaua Island,16
Santa Catalina I.,16
Richards,16
Aguiguan,16
Ngeriheu I.,16
Santa Cruz Is.,16
Rábida,16
Little Govenen Id.,16
Sixty Foot Rock,16
Si Amil I.,16
Bora-Bora Island,16
Kohinggo Island,16
Unimak,16
Gorgona Id.,16
Siquijor I.,16
Quamino Cay,16
Sucia,16
Penang,16
Fisherman's Cay,16
Inian Island,16
Deer,16
Tulayan,16
Mopelia,16
Raiatea,16
Hibben,16
Tanager Id.,16
Ngargol I.,16
Tarawa Atoll,16
James Id.,16
Garden,15
Tybee Island,15
Austral Group,15
basse,15
Bovril,15
Sint Maarten,15
minorque,15
Malanao I.,15
Vava`u Id.,15
French Frigate Shoals,15
Chowiet,15
Partida Id.,15
Yakobi Island,15
Kiska Island,15
Norton Island,15
Mini East Id.,15
Berry Islands,15
Herring,15
Manitoulin,15
Namoluk Atoll,15
Great Spruce Head,15
Padre,15
Hog Cay,15
Sugarloaf Island,15
Charles Id.,15
Kadola Island,15
Nendo Island,15
Lakao Island,15
"Espiritu Santo, I. del",15
Tinian I.,15
Black Island,15
Lisianski Island,15
Obi Island,15
Piafa Id.,15
Middle Chincha Id.,15
Basse-Terre,15
Shuyak Island,15
Pulo Ana,15
Mujeres,15
Lost Id.,15
Augustine Island,15
Tortola Island,15
Isla San Jorge,15
Stage Island,15
Schumann,15
Seal,15
Samoa Islands,15
Pelican Island,15
Ishigaki I.,15
Pescadero Id.,15
Fahal Island,15
Dondonay Id.,15
Saint George I.,15
Partofshikof Island,15
Sabtan Island,15
Kaow Island,15
Peale Island,15
Yap Id.,15
"Coiba, I. de",15
Tinian,15
Trobriand Islands,14
French West Indies,14
Islesboro Id.,14
San Francisco Island,14
Hanish Group,14
Irian Jaya,14
Lincoln Island,14
Inaccessible Id,14
Seven Islands,14
Ngerekebesang,14
Sand Id.,14
Toronto Island,14
Anuanuraro Atoll,14
Ta Id.,14
Great Britain,14
Tobacco Cay,14
pentecôte,14
Guadalupe Island,14
Cracroft Island,14
Ras Abu Galum,14
Navutu-i-ra I.,14
Maré Island,14
Nevis Id.,14
San Martin,14
Gannet Island,14
Kagalaska Island,14
Selvagem Grande,14
Pulau Sanding,14
Fakarava Atoll,14
"Barat Daya Group, Wetar Island",14
Beaufort,14
Anguilla Island,14
Guana Cay,14
Isla Montuosa,14
Solor,14
Little East Id.,14
Rota Id.,14
Echo Island,14
Anonyme Island,14
Berry Island,14
Una-Una Island,14
Galapagos Is,14
Yunaska,14
ADMOSIN IS,14
Young Island,14
Hienghene Id.,14
Pitcairn I.,14
Pulau Bunta,14
Coronado,14
Santa Isabel,14
Tent Island,14
Damba,14
"Yaeyama Islands, Iriomote Island",14
Green Turtle Cay?,13
Motu Teiku,13
Taro Island,13
fuerteventura,13
Big Nggela Island,13
Ostrov Reineke,13
Suruga Bay,13
ISLA CEDROS,13
likoma,13
Gardner Island [Nikumaroro],13
Vansittart,13
Guadelupe,13
North Semidi,13
Peak Island,13
Guana Id.,13
St. Kilda,13
Maio,13
Ross,13
Maria Madre Island,13
Weito Id.,13
Sorol Id.,13
Jersey Island,13
Bindloe Island,13
Entonse,13
Tau Id.,13
Assateague,13
Pitilieu Island,13
Longboat Key,13
Saint Matthew,13
Ireland Island,13
Esther Island,13
Kruzof,13
St. Lawrence Id.,13
Paramushir Island,13
port-vila,13
Malavatuan Island (Malabatuan Island),13
Pleasant Island,13
Art Id.,13
Papua New Guinea,13
Romblon,13
Faial Id,13
Saint Vincent Id.,13
Little Green,13
Great Chain,13
Caye Caulker,13
Hatteras,13
Capers,13
Isla Maria Madre,13
South Pagai Island,13
Home Id.,13
Flattop Island,13
Vella Lavella,13
Gagarin Island,13
Isla Clarion,13
Ginger Island,13
campbell,13
New Zealand,13
Little Koniuji Island,13
Melville Island,13
Balukbaluk Island,13
Jones Island,13
Rock Island,13
Clover Island,13
Curlew Cay,13
Mosquito,13
Ngaruangl Atoll,13
Sharp's Island,13
Iles Des Saintes,13
Sipadan Island,13
Sitkalidak Island,13
Little Cayman Id.,13
Saint Lazaria,13
Snake Island,13
Channel Island,12
Uki Ni Masi Id.,12
Dall Id.,12
Ushagat Island,12
Kingsway Rock,12
Sombrero Island,12
Thailand,12
Cortes Island,12
Satawan Id.,12
Deception,12
Balaklava,12
East Ulong Id.,12
Smith Island,12
Tupeti Id.,12
Plummers Island,12
Fiji Islands,12
Karang Dusborgh,12
Kotosh Id.,12
Indian Key,12
East Copper,12
Tobweyama Island,12
Ontong Java,12
fogo,12
Great Chagos Bank,12
Lobos de Tierra Island,12
Margarita,12
Little Kiska,12
Jayapura Div.,12
Öland,12
Mrtovnjak Island,12
Kos,12
Little Corn,12
Waigeu Island,12
Pitcairn Id.,12
Polluks Id.,12
Moorea I.,12
Mangareva Id.,12
Kerguelen,12
Matagorda,12
Santa Elena,12
Elbow Cay,12
Shuway'ir,12
Norman,12
Nightingale Island,12
Navutu-i-Ra Island,12
Knight,12
Spruce Cay,12
Manticus,12
Reinard Id.,12
Paniquian Island,12
Halleck Island,12
Mangaia Id.,12
Niutao Island,12
Vanua Levu,12
Rankine,12
San Andres Island,12
Fefan,12
Ryu Kyu Islands,12
Great Nicobar,12
Enewetok Atoll,12
Kai Keci Island,12
Kiriwina I.,12
Konubutr Id.,12
Djaul Island,12
Lesser Antilles,12
ISLA ISABELA,12
Pivers Island,12
St. George Island,12
Martinique Id.,12
Sanak,12
Diana Island,12
Lan Tao Island,12
Miller's Island,12
Praslin,12
Indian Island,12
Babar,12
Paniai Div. [?],12
Lifuka Id.,12
Bird Rock,12
Sangir Island,12
Yonqui,12
Tyi,12
Bagaman I.,12
Palau Island,12
Yvan I.,12
Siantan Island,12
Northumberland,12
Wheeler Island,12
